STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HPCP,Measurement Flag,Quality Flag
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130123 15:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130123 16:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130123 17:00,0.01, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130123 18:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130123 19:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130123 20:00,0.01, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130123 21:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130123 22:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130123 23:00,0.01, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130124 00:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130124 01:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130124 02:00,0.06, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130124 03:00,0.03, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130124 04:00,0.08, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130124 05:00,0.02, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130124 06:00,0.01, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130125 08:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130125 09:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130125 10:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130125 11:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130125 15:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130125 16:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130125 17:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130125 18:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130125 19:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130125 20:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130125 21:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130125 22:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130125 23:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130126 00:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130126 01:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130126 02:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130126 03:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130126 04:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130126 11:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130126 12:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130126 13:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130126 15:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130127 17:00,0.04, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130127 18:00,0.03, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130127 19:00,0.15, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130127 20:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130127 22:00,0.02, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130127 23:00,0.02, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130128 00:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130128 01:00,0.02, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130128 04:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130128 05:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130128 06:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130128 07:00,0.02, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130128 08:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130128 09:00,0.01, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130128 10:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130129 02:00,0.07, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130129 03:00,0.04, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130129 04:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130129 06:00,0.01, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130129 11:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130129 12:00,0.01, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130129 15:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130129 17:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130129 20:00,0.02, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130129 21:00,0.04, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130129 22:00,0.20, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130129 23:00,0.05, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130130 00:00,0.03, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130130 01:00,0.18, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130130 02:00,0.13, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130130 03:00,0.09, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130130 04:00,0.08, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130130 05:00,0.12, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130130 06:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130130 07:00,0.01, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130130 08:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130130 10:00,0.01, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130130 14:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130130 15:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130130 16:00,0.01, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130130 18:00,0.01, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130130 19:00,0.01, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130130 20:00,0.01, , 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130130 21:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130130 22:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130130 23:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130131 00:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130131 01:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130131 02:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130131 03:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130131 04:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130131 05:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130131 06:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130131 07:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130131 08:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130131 09:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130131 10:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130131 11:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130131 12:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130131 13:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130131 14:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130131 15:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130131 16:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130131 17:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130131 18:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130131 19:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130131 20:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130131 21:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130131 22:00,0.00,T, 
COOP:200711,BENTON HARBOR MI US,196,42.1256,-86.4284,20130131 23:00,0.00,T, 
COOP:140326,ARLINGTON KS US,493.8,37.933,-98.25,20130101 01:00,0.00,g, 
COOP:140326,ARLINGTON KS US,493.8,37.933,-98.25,20130110 04:00,0.10, , 
COOP:140326,ARLINGTON KS US,493.8,37.933,-98.25,20130110 05:00,0.10, , 
COOP:140326,ARLINGTON KS US,493.8,37.933,-98.25,20130110 07:00,0.30, , 
COOP:140326,ARLINGTON KS US,493.8,37.933,-98.25,20130129 22:00,0.10, , 
COOP:470045,AFTON JANESVILLE WWTP WI US,232.3,42.63753,-89.06424,20130101 01:00,999.99,[, 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130101 01:00,0.00,g, 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130111 16:00,0.10, , 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130111 17:00,0.20, , 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130111 18:00,0.10, , 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130114 04:00,0.10, , 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130115 01:00,0.10, , 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130115 02:00,0.10, , 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130116 00:00,0.10, , 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130116 12:00,0.10, , 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130116 18:00,0.10, , 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130117 10:00,0.10, , 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130117 12:00,0.10, , 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130126 14:00,0.10, , 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130128 15:00,0.10, , 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130128 23:00,0.10, , 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130129 05:00,0.10, , 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130130 15:00,0.10, , 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130130 16:00,0.10, , 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130130 19:00,0.10, , 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130130 20:00,0.10, , 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130130 21:00,0.20, , 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130130 22:00,0.10, , 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130130 23:00,0.20, , 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130131 00:00,0.10, , 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130131 01:00,0.20, , 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130131 02:00,0.20, , 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130131 03:00,0.10, , 
COOP:361920,CARLISLE WATER PLANT PA US,131.1,40.22571,-77.18938,20130131 04:00,0.10, , 
COOP:240364,AUGUSTA MT US,1240.5,47.4926,-112.397,20130101 01:00,0.00,g, 
COOP:240364,AUGUSTA MT US,1240.5,47.4926,-112.397,20130107 16:00,0.10, , 
COOP:240364,AUGUSTA MT US,1240.5,47.4926,-112.397,20130110 09:00,0.10, , 
COOP:240364,AUGUSTA MT US,1240.5,47.4926,-112.397,20130112 06:00,0.10, , 
COOP:320189,AMBROSE 3 N ND US,617.8,48.9975,-103.4877,20130101 00:00,999.99,], 
COOP:320189,AMBROSE 3 N ND US,617.8,48.9975,-103.4877,20130101 01:00,999.99,[, 
COOP:141404,CENTERVILLE 4 SW KS US,289.6,38.1937,-95.0724,20130101 01:00,0.00,g, 
COOP:141404,CENTERVILLE 4 SW KS US,289.6,38.1937,-95.0724,20130101 02:00,999.99,[, 
COOP:141404,CENTERVILLE 4 SW KS US,289.6,38.1937,-95.0724,20130102 00:00,999.99,], 
COOP:141404,CENTERVILLE 4 SW KS US,289.6,38.1937,-95.0724,20130110 12:00,0.10, , 
COOP:141404,CENTERVILLE 4 SW KS US,289.6,38.1937,-95.0724,20130110 17:00,0.10, , 
COOP:141404,CENTERVILLE 4 SW KS US,289.6,38.1937,-95.0724,20130110 18:00,0.30, , 
COOP:141404,CENTERVILLE 4 SW KS US,289.6,38.1937,-95.0724,20130112 17:00,0.10, , 
COOP:141404,CENTERVILLE 4 SW KS US,289.6,38.1937,-95.0724,20130127 00:00,0.10, , 
COOP:141404,CENTERVILLE 4 SW KS US,289.6,38.1937,-95.0724,20130129 09:00,0.30, , 
COOP:141404,CENTERVILLE 4 SW KS US,289.6,38.1937,-95.0724,20130129 10:00,0.30, , 
COOP:141404,CENTERVILLE 4 SW KS US,289.6,38.1937,-95.0724,20130129 11:00,0.20, , 
COOP:141404,CENTERVILLE 4 SW KS US,289.6,38.1937,-95.0724,20130129 12:00,0.10, , 
COOP:141404,CENTERVILLE 4 SW KS US,289.6,38.1937,-95.0724,20130129 13:00,0.20, , 
COOP:141404,CENTERVILLE 4 SW KS US,289.6,38.1937,-95.0724,20130129 16:00,0.10, , 
COOP:141404,CENTERVILLE 4 SW KS US,289.6,38.1937,-95.0724,20130130 02:00,0.10, , 
COOP:040731,BIEBER CA US,1257.3,41.1208,-121.1347,20130101 01:00,0.00,g, 
COOP:040731,BIEBER CA US,1257.3,41.1208,-121.1347,20130109 14:00,0.10, , 
COOP:040731,BIEBER CA US,1257.3,41.1208,-121.1347,20130109 15:00,0.10, , 
COOP:040731,BIEBER CA US,1257.3,41.1208,-121.1347,20130109 20:00,0.10, , 
COOP:040731,BIEBER CA US,1257.3,41.1208,-121.1347,20130111 13:00,0.10, , 
COOP:040731,BIEBER CA US,1257.3,41.1208,-121.1347,20130126 09:00,0.10, , 
COOP:040731,BIEBER CA US,1257.3,41.1208,-121.1347,20130128 11:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130101 01:00,0.00,g, 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130102 01:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130111 01:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130111 05:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130111 08:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130111 11:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130114 02:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130114 03:00,0.20, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130114 11:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130114 12:00,0.20, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130114 13:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130114 14:00,0.30, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130114 15:00,0.40, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130114 16:00,0.40, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130114 18:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130114 20:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130114 22:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130115 03:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130115 05:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130115 06:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130115 07:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130115 08:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130115 09:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130115 12:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130115 16:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130115 17:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130115 18:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130115 19:00,0.20, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130115 21:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130115 22:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130116 02:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130116 16:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130117 00:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130117 09:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130117 10:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130117 11:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130117 12:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130117 13:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130117 14:00,0.20, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130117 15:00,0.30, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130117 16:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130117 17:00,0.30, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130117 18:00,0.30, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130117 19:00,0.20, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130125 09:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130125 14:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130130 05:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130130 08:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130130 09:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130130 11:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130130 12:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130130 15:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130130 16:00,0.20, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130130 17:00,0.90, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130130 18:00,0.80, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130130 19:00,0.20, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130130 20:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130130 21:00,0.10, , 
COOP:310312,ASHFORD NC US,545.6,35.8922,-81.9352,20130130 23:00,0.10, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130101 01:00,0.00,g, 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130101 07:00,0.12, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130101 08:00,0.08, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130101 09:00,0.05, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130101 10:00,0.15, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130101 11:00,0.09, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130101 12:00,0.11, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130101 13:00,0.09, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130101 14:00,0.07, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130101 15:00,0.06, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130101 16:00,0.06, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130101 17:00,0.05, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130101 18:00,0.04, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130101 19:00,0.05, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130101 20:00,0.01, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130101 21:00,0.11, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130101 22:00,0.06, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130101 23:00,0.06, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130102 00:00,0.00,T, 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130102 20:00,0.01, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130102 21:00,0.01, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130105 17:00,0.00,T, 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130105 18:00,0.06, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130105 19:00,0.00,T, 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130105 20:00,0.01, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130106 20:00,0.00,T, 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130106 21:00,0.00,T, 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130109 07:00,0.00,T, 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130109 22:00,0.00,T, 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130110 15:00,0.02, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130110 16:00,0.00,T, 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130111 00:00,0.01, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130111 08:00,0.02, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130111 09:00,0.01, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130111 12:00,0.02, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130111 13:00,0.04, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130111 14:00,0.04, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130111 15:00,0.12, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130111 16:00,0.00,T, 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130111 17:00,0.00,T, 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130111 18:00,0.00,T, 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130112 00:00,0.01, , 
COOP:010272,ANNISTON METROPOLITAN AIRPORT AL US,181.8,33.59043,-85.84788,20130112 01:00,0.00,T, 
